id,text,pos
6634,jasnovidec,N
6635,jasný,A
6636,jasně,D
6637,jasoň,N
6638,jaterní,A
6639,jateční,A
6640,jatečný,A
6641,jatka,N
6642,javor,N
6643,javorový,A
6644,jazyk,N
6645,jazykový,A
6646,jazykově,D
6647,jazykovědec,N
6648,jazz,N
6649,jazýček,N
6650,jařina,N
6651,jdoucí,A
6652,jeden,C
6653,jedinec,N
6654,jedinečnost,N
6655,jedináček,N
6656,jedině,D
6657,jediný,A
6658,jedle,N
6659,jedlička,N
6660,jedlový,A
6661,jedlík,N
6662,jedlý,A
6663,jednací,A
6664,jednající,A
6665,jednat,V
6666,jednatel,N
6667,jednatelka,N
6668,jednatelství,N
6669,jednička,N
6670,jednoduchý,A
6671,jednodílný,A
6672,jednohubka,N
6673,jednokolejka,N
6674,jednokolka,N
6675,jednomyslnost,N
6676,jednomyslný,A
6677,jednooký,A
6678,jednorožec,N
6679,jednorázový,A
6680,jednorázově,D
6681,jednoslovný,A
6682,jednosměrka,N
6683,jednosměrný,A
6684,jednota,N
6685,jednotka,N
6686,jednotkový,A
6687,jednotlivec,N
6688,jednotlivkyně,N
6689,jednotlivost,N
6690,jednotlivý,A
6691,jednotlivě,D
6692,jednotnost,N
6693,jednotný,A
6694,jednotvárnost,N
6695,jednotvárný,A
6696,jednotící,A
6697,jednovrstvý,A
6698,jednoznačnost,N
6699,jednoznačně,D
6700,jednoznačný,A
6701,jednání,N
6702,jedovatost,N
6703,jedovatý,A
6704,jedovka,N
6705,jedový,A
6706,jehla,N
6707,jehlan,N
6708,jehlice,N
6709,jehlička,N
6710,jehličnan,N
6711,jehličí,N
6712,jehlový,A
6713,jehně,N
6714,jehněčí,A
6715,jehovista,N
6716,jehňátko,N
6717,jekot,N
6718,jelen,N
6719,jelito,N
6720,jemnost,N
6721,jemný,A
6722,jeptiška,N
6723,jeskyně,N
6724,jeskyňka,N
6725,jeskyňář,N
6726,jesle,N
6727,jesličky,N
6728,jestřáb,N
6729,jestřábí,A
6730,jetel,N
6731,jetelovina,N
6732,jevit,V
6733,jeviště,N
6734,jezdec,N
6735,jezdectvo,N
6736,jezdectví,N
6737,jezdit,V
6738,jezdící,A
6739,jezerní,A
6740,jezero,N
6741,jezevec,N
6742,jezevčík,N
6743,jezinka,N
6744,jezový,A
6745,jezuita,N
6746,jezulátko,N
6747,jezírko,N
6748,ječmen,N
6749,ječný,A
6750,ječící,A
6751,jeřabina,N
6752,jeřabinový,A
6753,jeřáb,N
6754,jeřábník,N
6755,ještěr,N
6756,ještěrka,N
6757,ježdění,N
6758,ježek,N
6759,ježčí,A
6760,jidiš,N
6761,jihovýchod,N
6762,jihozápad,N
6763,jikra,N
6764,jilm,N
6765,jinak,D
6766,jinakost,N
6767,jinam,D
6768,jinan,N
6769,jinde,D
6770,jindy,D
6771,jinotaj,N
6772,jinudy,D
6773,jiný,A
6774,jirchář,N
6775,jiskra,N
6776,jiskření,N
6777,jiskřit,V
6778,jiskřička,N
6779,jisticí,A
6780,jistina,N
6781,jistit,V
6782,jistič,N
6783,jistota,N
6784,jistící,A
6785,jistý,A
6786,jitrnice,N
6787,jitro,N
6788,jitrocel,N
6789,jitřit,V
6790,jitřní,A
6791,jizba,N
6792,jizva,N
6793,jiřinka,N
6794,jištění,N
6795,jištěný,A
6796,jižní,A
6797,jmelí,N
6798,jmeniny,N
6799,jmenovací,A
6800,jmenovaný,A
6801,jmenovat,V
6802,jmenovatel,N
6803,jmenovec,N
6804,jmenovitý,A
6805,jmenovitě,D
6806,jmenovka,N
6807,jmenovkyně,N
6808,jmenování,N
6809,jmout,V
6810,jméno,N
6811,jmění,N
6812,jogurt,N
6813,jogurtový,A
6814,jogín,N
6815,joint,N
6816,jojo,N
6817,jojoba,N
6818,jojobový,A
6819,jsoucno,N
6820,jsoucí,A
6821,jubilant,N
6822,jubilejní,A
6823,jubileum,N
6824,juchat,V
6825,judaismus,N
6826,judikatura,N
6827,judikát,N
6828,judistka,N
6829,judo,N
6830,jukebox,N
6831,junior,N
6832,juniorka,N
6833,juniorský,A
6834,junta,N
6835,junácký,A
6836,junák,N
6837,jurisdikce,N
6838,jurta,N
6839,jury,N
6840,just,D
6841,justice,N
6842,justiční,A
6843,juta,N
6844,jutový,A
6845,juvenilní,A
6846,jádro,N
6847,jádrovina,N
6848,jádrový,A
6849,jádřinec,N
6850,jáhla,N
6851,jáma,N
6852,jásat,V
6853,jásání,N
6854,játra,N
6855,játrový,A
6856,jícen,N
6857,jícha,N
6858,jídelna,N
6859,jídelní,A
6860,jídelníček,N
6861,jídlo,N
6862,jílek,N
6863,jílový,A
6864,jímací,A
6865,jímat,V
6866,jímka,N
6867,jímání,N
6868,jírovcový,A
6869,jírovec,N
6870,jíst,V
6871,jíva,N
6872,jízda,N
6873,jízdenka,N
6874,jízdné,N
6875,jízdní,A
6876,jízdný,A
6877,jízdárna,N
6878,jízlivost,N
6879,jóga,N
6880,jógový,A
6881,kabala,N
6882,kabaret,N
6883,kabaretiér,N
6884,kabaretní,A
6885,kabel,N
6886,kabela,N
6887,kabelka,N
6888,kabelkový,A
6889,kabelovka,N
6890,kabelový,A
6891,kabina,N
6892,kabinet,N
6893,kabinetní,A
6894,kabinka,N
6895,kabinový,A
6896,kabriolet,N
6897,kabátec,N
6898,kabátek,N
6899,kachel,N
6900,kachlový,A
6901,kachlík,N
6902,kachna,N
6903,kachnička,N
6904,kachní,A
6905,kacíř,N
6906,kacířský,A
6907,kadence,N
6908,kadet,N
6909,kadetka,N
6910,kadeř,N
6911,kadeřnice,N
6912,kadeřnictví,N
6913,kadeřník,N
6914,kadibudka,N
6915,kadidlo,N
6916,kafe,N
6917,kafíčko,N
6918,kahan,N
6919,kajak,N
6920,kajakář,N
6921,kajakářka,N
6922,kajot,N
6923,kajuta,N
6924,kajícník,N
6925,kaktus,N
6926,kalamita,N
6927,kalamitní,A
6928,kalamář,N
6929,kalcium,N
6930,kaleidoskop,N
6931,kalendárium,N
6932,kalendář,N
6933,kalendářní,A
6934,kalendářík,N
6935,kalhoty,N
6936,kalhotky,N
6937,kalhotový,A
6938,kalibr,N
6939,kalibrace,N
6940,kalibrační,A
6941,kalich,N
6942,kaligrafický,A
6943,kaligrafie,N
6944,kalina,N
6945,kališník,N
6946,kaliště,N
6947,kalkul,N
6948,kalkulace,N
6949,kalkulačka,N
6950,kalkulus,N
6951,kalkulátor,N
6952,kalný,A
6953,kalorie,N
6954,kaloň,N
6955,kalup,N
6956,kaluž,N
6957,kalíšek,N
6958,kamarád,N
6959,kamarádit,V
6960,kamencový,A
6961,kamenec,N
6962,kamenictví,N
6963,kamenina,N
6964,kameninový,A
6965,kamenitý,A
6966,kamenivo,N
6967,kamenný,A
6968,kamenolom,N
6969,kamenovat,V
6970,kameník,N
6971,kamera,N
6972,kameraman,N
6973,kamerka,N
6974,kamerový,A
6975,kameňák,N
6976,kamion,N
6977,kamionový,A
6978,kamna,N
6979,kamnář,N
6980,kampaň,N
6981,kampus,N
6982,kamrlík,N
6983,kamufláž,N
6984,kamzík,N
6985,kamélie,N
6986,kamínek,N
6987,kamínka,N
6988,kanady,N
6989,kanalizace,N
6990,kanalizační,A
6991,kanape,N
6992,kancelář,N
6993,kancl,N
6994,kancléř,N
6995,kancléřka,N
6996,kancléřský,A
6997,kancléřství,N
6998,kandelábr,N
6999,kandidatura,N
7000,kandidující,A
7001,kandidát,N
7002,kandidátka,N
7003,kandidátní,A
7004,kandidátský,A
7005,kandidovat,V
7006,kandovaný,A
7007,kanec,N
7008,kanibal,N
7009,kankán,N
7010,kanoe,N
7011,kanoista,N
7012,kanoistický,A
7013,kanoistika,N
7014,kanoistka,N
7015,kanon,N
7016,kanonický,A
7017,kanonie,N
7018,kanonizace,N
7019,kanonáda,N
7020,kanonýr,N
7021,kanonýrka,N
7022,kanonýrský,A
7023,kanovník,N
7024,kantiléna,N
7025,kantor,N
7026,kantořina,N
7027,kantáta,N
7028,kantýna,N
7029,kanyla,N
7030,kanál,N
7031,kanálek,N
7032,kanálový,A
7033,kanár,N
7034,kanárek,N
7035,kanón,N
7036,kapacita,N
7037,kapacitní,A
7038,kapacitně,D
7039,kapající,A
7040,kapalina,N
7041,kapalinový,A
7042,kapalný,A
7043,kapary,N
7044,kapat,V
7045,kapavka,N
7046,kapačka,N
7047,kapela,N
7048,kapelník,N
7049,kapesné,N
7050,kapesní,A
7051,kapesník,N
7052,kapilára,N
7053,kapitalista,N
7054,kapitalizace,N
7055,kapitační,A
7056,kapitola,N
7057,kapitula,N
7058,kapitulace,N
7059,kapitulní,A
7060,kapitál,N
7061,kapitální,A
7062,kapitálově,D
7063,kapitán,N
7064,kapitánka,N
7065,kapička,N
7066,kapka,N
7067,kapkový,A
7068,kaplan,N
7069,kaplice,N
7070,kaplička,N
7071,kapota,N
7072,kapotáž,N
7073,kapr,N
7074,kapradina,N
7075,kapradí,N
7076,kapsa,N
7077,kapsička,N
7078,kapsle,N
7079,kapsář,N
7080,kapsářka,N
7081,kapuce,N
7082,kapucín,N
7083,kapusta,N
7084,kapustička,N
7085,kapr,N
7086,kapří,A
7087,kapřík,N
7088,karafa,N
7089,karafiát,N
7090,karambol,N
7091,karamel,N
7092,karamelka,N
7093,karamelový,A
7094,karanténa,N
7095,karanténní,A
7096,karaoke,N
7097,karas,N
7098,karate,N
7099,karatista,N
7100,karatistka,N
7101,karavana,N
7102,karbaník,N
7103,karbid,N
7104,karbon,N
7105,karbonový,A
7106,karburátor,N
7107,karcinogen,N
7108,karcinogenní,A
7109,karcinom,N
7110,kardamom,N
7111,kardiak,N
7112,kardinál,N
7113,kardinální,A
7114,kardio,N
7115,kardiochirurg,N
7116,kardiolog,N
7117,kareta,N
7118,karetní,A
7119,kari,N
7120,karikatura,N
7121,karikaturista,N
7122,karikovat,V
7123,karimatka,N
7124,kariéra,N
7125,kariérní,A
7126,karma,N
7127,karmín,N
7128,karmínový,A
7129,karneval,N
7130,karnevalový,A
7131,karosa,N
7132,karoserie,N
7133,karosárna,N
7134,karoten,N
7135,karotka,N
7136,karpální,A
7137,karta,N
7138,kartel,N
7139,kartelový,A
7140,kartička,N
7141,kartograf,N
7142,kartografický,A
7143,kartografie,N
7144,karton,N
7145,kartotéka,N
7146,kartáč,N
7147,kartářka,N
7148,kartón,N
7149,karásek,N
7150,karát,N
7151,karátový,A
7152,kasa,N
7153,kasační,A
7154,kasino,N
7155,kasička,N
7156,kaskadér,N
7157,kaskadérský,A
7158,kaskáda,N
7159,kaskádový,A
7160,kasovní,A
7161,kasta,N
7162,kastelán,N
7163,kastelánka,N
7164,kastrace,N
7165,kastrol,N
7166,kastrůlek,N
7167,kasárna,N
7168,kasárny,N
7169,katafalk,N
7170,katakomby,N
7171,katalog,N
7172,katalogový,A
7173,katalytický,A
7174,katalyzátor,N
7175,katamarán,N
7176,katan,N
7177,katapult,N
7178,katapultovat,V
7179,katarakta,N
7180,katarze,N
7181,katastr,N
7182,katastrofa,N
7183,katastrofický,A
7184,katastrofální,A
7185,katastrální,A
7186,katechismus,N
7187,katedra,N
7188,katedrála,N
7189,katedrální,A
7190,kategoricky,D
7191,kategorický,A
7192,kategorie,N
7193,katetr,N
7194,kationt,N
7195,katoda,N
7196,katolický,A
7197,katolictví,N
7198,katolík,N
7199,katr,N
7200,katétr,N
7201,kauce,N
7202,kauza,N
7203,kauzální,A
7204,kaučuk,N
7205,kaval,N
7206,kavalec,N
7207,kavalerie,N
7208,kavalír,N
7209,kaverna,N
7210,kavka,N
7211,kavárenský,A
7212,kavárna,N
7213,kavárnička,N
7214,kavárník,N
7215,kazatel,N
7216,kazatelna,N
7217,kazeta,N
7218,kazetový,A
7219,kazeťák,N
7220,kazivost,N
7221,kazit,V
7222,kazuistika,N
7223,kačena,N
7224,kačenka,N
7225,kačer,N
7226,kačírek,N
7227,kaňka,N
7228,kaše,N
7229,kašel,N
7230,kašička,N
7231,kašlat,V
7232,kašlání,N
7233,kašmír,N
7234,kašmírový,A
7235,kašna,N
7236,kašovitý,A
7237,kašpar,N
7238,kašpárek,N
7239,kaštan,N
7240,kaštanový,A
7241,každodenní,A
7242,každodenně,D
7243,každopádně,D
7244,každoroční,A
7245,každý,P
7246,kbelík,N
7247,kdoule,N
7248,kdykoli,D
7249,kdysi,D
7250,kebab,N
7251,kecka,N
7252,kedlubna,N
7253,kefír,N
7254,kejkle,N
7255,kejklíř,N
7256,kejklířský,A
7257,keks,N
7258,kelt,N
7259,kelímek,N
7260,kemp,N
7261,kempovat,V
7262,kempování,N
7263,keramický,A
7264,keramik,N
7265,keramika,N
7266,keramička,N
7267,keratin,N
7268,kečup,N
7269,keřový,A
7270,keřík,N
7271,kešu,N
7272,kiks,N
7273,kilo,N
7274,kilogram,N
7275,kilogramový,A
7276,kilojoul,N
7277,kilometr,N
7278,kilometrový,A
7279,kilový,A
7280,kimono,N
7281,kinař,N
7282,kinematograf,N
7283,kinematografický,A
7284,kinematografie,N
7285,kinetický,A
7286,kino,N
7287,kinosál,N
7288,kiosek,N
7289,kiwi,N
7290,klacek,N
7291,klacík,N
7292,klad,N
7293,kladení,N
7294,kladený,A
7295,kladina,N
7296,kladivo,N
7297,kladivář,N
7298,kladivářka,N
7299,kladka,N
7300,kladkostroj,N
7301,kladný,A
7302,kladně,D
7303,kladívko,N
7304,kladívkový,A
7305,klam,N
7306,klamat,V
7307,klan,N
7308,klanění,N
7309,klanět,V
7310,klapačka,N
7311,klapka,N
7312,klapot,N
7313,klapat,V
7314,klapání,N
7315,klarinet,N
7316,klarinetista,N
7317,klarinetový,A
7318,klas,N
7319,klasa,N
7320,klasifikace,N
7321,klasifikační,A
7322,klasifikovaný,A
7323,klasifikovat,V
7324,klasik,N
7325,klasika,N
7326,klastr,N
7327,klatba,N
7328,klaun,N
7329,klauniáda,N
7330,klaunský,A
7331,klauzule,N
7332,klauzurní,A
7333,klaviatura,N
7334,klavír,N
7335,klavírista,N
7336,klavíristka,N
7337,klavírní,A
7338,klec,N
7339,klecový,A
7340,kleknout,V
7341,klekánice,N
7342,klempíř,N
7343,klempířský,A
7344,klenba,N
7345,klenot,N
7346,klenotnice,N
7347,klenotnický,A
7348,klenotnictví,N
7349,klenotník,N
7350,klenout,V
7351,klenutý,A
7352,klep,N
7353,klepat,V
7354,klepeto,N
7355,klepnout,V
7356,klepnutí,N
7357,klerik,N
7358,klesat,V
7359,klest,N
7360,klestit,V
7361,klestí,N
7362,klesání,N
7363,kletba,N
7364,kleč,N
7365,klečící,A
7366,kleštičky,N
7367,kleště,N
7368,klid,N
7369,klidit,V
7370,klidný,A
7371,klient,N
7372,klientela,N
7373,klientka,N
7374,klientský,A
7375,klik,N
7376,klika,N
7377,klikat,V
7378,klikatící,A
7379,klikař,N
7380,kliknout,V
7381,kliknutí,N
7382,klikový,A
7383,klikyhák,N
7384,klikání,N
7385,klima,N
7386,klimakterium,N
7387,klimaticky,D
7388,klimatizace,N
7389,klimatizační,A
7390,klimatizovaný,A
7391,klimatolog,N
7392,klimatologie,N
7393,klinický,A
7394,klinika,N
7395,klip,N
7396,klipový,A
7397,klisna,N
7398,klička,N
7399,kličkovat,V
7400,kličkování,N
7401,kličkující,A
7402,kliďas,N
7403,klišé,N
7404,klobouk,N
7405,kloboukový,A
7406,klobouček,N
7407,klobása,N
7408,klobáska,N
7409,klokan,N
7410,kloktat,V
7411,klokánek,N
7412,klon,N
7413,klonit,V
7414,klonovat,V
7415,klonování,N
7416,klopa,N
7417,klopit,V
7418,klopotný,A
7419,klopýtnout,V
7420,klopýtnutí,N
7421,kloub,N
7422,kloubit,V
7423,kloubní,A
7424,kloubový,A
7425,kloudný,A
7426,klouzající,A
7427,klouzat,V
7428,klouzavý,A
7429,klouzačka,N
7430,klouzek,N
7431,klouzání,N
7432,klouček,N
7433,klozet,N
7434,klub,N
7435,klubko,N
7436,klubovna,N
7437,klubový,A
7438,klubíčko,N
7439,kluk,N
7440,klukovina,N
7441,klus,N
7442,klusat,V
7443,klusák,N
7444,kluziště,N
7445,kluzký,A
7446,kluzný,A
7447,klučina,N
7448,klučičí,A
7449,klučík,N
7450,klystýr,N
7451,klábosení,N
7452,klábosit,N
7453,klání,N
7454,klásek,N
7455,klást,V
7456,klávesa,N
7457,klávesista,N
7458,klávesnice,N
7459,klávesy,N
7460,klášter,N
7461,klášterní,A
7462,klícka,N
7463,klídek,N
7464,klín,N
7465,klínovitý,A
7466,klínový,A
7467,klíněnka,N
7468,klíč,N
7469,klíček,N
7470,klíčenka,N
7471,klíčení,N
7472,klíčit,V
7473,klíčivost,N
7474,klíční,A
7475,klíčový,A
7476,klíčící,A
7477,klíště,N
7478,klíšťový,A
7479,kmen,N
7480,kmenový,A
7481,kmet,N
7482,kmit,N
7483,kmitat,V
7484,kmitočet,N
7485,kmitočtový,A
7486,kmitání,N
7487,kmotr,N
7488,kmotra,N
7489,kmín,N
7490,kmínek,N
7491,knajpa,N
7492,knedlík,N
7493,kniha,N
7494,knihař,N
7495,knihařský,A
7496,knihkupec,N
7497,knihkupecký,A
7498,knihkupectví,N
7499,knihomol,N
7500,knihovna,N
7501,knihovnice,N
7502,knihovnický,A
7503,knihovnička,N
7504,knihovník,N
7505,knihtisk,N
7506,knižnice,N
7507,knižní,A
7508,knoflík,N
7509,knoflíkový,A
7510,knoflíček,N
7511,knot,N
7512,knír,N
7513,knírač,N
7514,knírek,N
7515,kníže,N
7516,knížectví,N
7517,knížecí,A
7518,knížečka,N
7519,knížka,N
7520,kněz,N
7521,kněžka,N
7522,kněžský,A
7523,kněžství,N
7524,koala,N
7525,koalice,N
7526,koaliční,A
7527,koaxiální,A
7528,kobercový,A
7529,koberec,N
7530,kobereček,N
7531,kobka,N
7532,kobliha,N
7533,koblížek,N
7534,kobra,N
7535,kobyla,N
7536,kobylka,N
7537,kobylí,A
7538,kochleární,A
7539,kocour,N
7540,kocourek,N
7541,kocovina,N
7542,kocábka,N
7543,kodek,N
7544,kodex,N
7545,kodifikovat,V
7546,koeficient,N
7547,koexistence,N
7548,kognice,N
7549,kognitivní,A
7550,koherentní,A
7551,kohezní,A
7552,kohorta,N
7553,kohout,N
7554,kohoutek,N
7555,kohoutkový,A
7556,kojení,N
7557,kojit,V
7558,kojná,N
7559,kojot,N
7560,kojící,A
7561,koka,N
7562,kokain,N
7563,kokainový,A
7564,koketní,A
7565,koketovat,V
7566,koketování,N
7567,kokon,N
7568,kokos,N
7569,kokosový,A
7570,kokpit,N
7571,koks,N
7572,koksovna,N
7573,koktat,V
7574,koktavost,N
7575,koktavý,A
7576,koktejl,N
7577,koktání,N
7578,kolaborace,N
7579,kolaborant,N
7580,kolagen,N
7581,kolagenový,A
7582,kolaps,N
7583,kolapsový,A
7584,kolaudace,N
7585,kolaudační,A
7586,kolaudovat,V
7587,kolbiště,N
7588,kolchoz,N
7589,koleda,N
7590,koledník,N
7591,kolega,N
7592,kolegialita,N
7593,kolegiální,A
7594,kolegyně,N
7595,kolej,N
7596,kolejiště,N
7597,kolejnice,N
7598,kolejní,A
7599,kolejový,A
7600,kolek,N
7601,kolekce,N
7602,kolektiv,N
7603,kolektivismus,N
7604,kolektivistický,A
7605,kolektivizace,N
7606,kolektivní,A
7607,kolektivně,D
7608,kolektor,N
7609,kolektorový,A
7610,kolem,D
7611,kolemjdoucí,N
7612,kolenní,A
7613,koleno,N
7614,koleso,N
7615,kolesový,A
7616,kolečko,N
7617,kolečkový,A
7618,kolečkář,N
7619,koliba,N
7620,kolibřík,N
7621,kolidovat,V
7622,kolik,C
7623,kolika,N
7624,kolikrát,C
7625,kolize,N
7626,kolizní,A
7627,kolkovaný,A
7628,kolkování,N
7629,kolmice,N
7630,kolmo,D
7631,kolmý,A
7632,kolo,N
7633,koloběh,N
7634,koloběžka,N
7635,koloběžkový,A
7636,koloběžkář,N
7637,kolokvium,N
7638,kolona,N
7639,kolonialismus,N
7640,kolonie,N
7641,kolonista,N
7642,kolonizace,N
7643,kolonizátor,N
7644,kolonka,N
7645,kolonáda,N
7646,kolorit,N
7647,kolorovaný,A
7648,kolos,N
7649,kolosální,A
7650,kolotoč,N
7651,kolotočář,N
7652,kolouch,N
7653,kolovat,V
7654,kolovrátek,N
7655,kolt,N
7656,kolující,A
7657,kolárna,N
7658,koláč,N
7659,koláž,N
7660,kolébka,N
7661,kolík,N
7662,kolínko,N
7663,kolísající,A
7664,kolísat,V
7665,kolísavý,A
7666,kolíček,N
7667,komando,N
7668,kombinace,N
7669,kombinační,A
7670,kombinačně,D
7671,kombinovat,V
7672,kombinování,N
7673,kombinující,A
7674,kombinát,N
7675,kombinéza,N
7676,komediant,N
7677,komedie,N
7678,komediální,A
7679,komenda,N
7680,koment,N
7681,komentovaný,A
7682,komentování,N
7683,komentovat,V
7684,komentující,A
7685,komentátor,N
7686,komentátorský,A
7687,komentář,N
7688,kometa,N
7689,komfortní,A
7690,komfortně,D
7691,komicky,D
7692,komický,A
7693,komik,N
7694,komika,N
7695,komiks,N
7696,kominický,A
7697,kominík,N
7698,komisař,N
7699,komise,N
7700,komisionář,N
7701,komnata,N
7702,komoda,N
7703,komodita,N
7704,komoditní,A
7705,komolit,V
7706,komora,N
7707,komorná,N
7708,komorní,A
7709,komorně,D
7710,komorový,A
7711,komoří,N
7712,kompakt,N
7713,kompaktnost,N
7714,kompaktní,A
7715,kompaktně,D
7716,komparace,N
7717,komparz,N
7718,komparzista,N
7719,kompas,N
7720,kompatibilita,N
7721,kompatibilní,A
7722,kompenzace,N
7723,kompenzační,A
7724,kompenzovat,V
7725,kompetence,N
7726,kompetentnost,N
7727,kompetentně,D
7728,kompetenční,A
7729,kompilace,N
7730,komplementární,A
7731,kompletní,A
7732,kompletně,D
7733,komplex,N
7734,komplexita,N
7735,komplexnost,N
7736,komplexně,D
7737,komplexní,A
7738,komplic,N
7739,komplikace,N
7740,komplikovanost,N
7741,komplikovaný,A
7742,komplikovaně,D
7743,komplikovat,V
7744,kompliment,N
7745,komplot,N
7746,komponent,N
7747,komponenta,N
7748,komponista,N
7749,komponovaný,A
7750,komponovat,V
7751,komponování,N
7752,kompostování,N
7753,kompost,N
7754,kompostárna,N
7755,kompostér,N
7756,kompot,N
7757,kompotovaný,A
7758,kompozice,N
7759,kompozit,N
7760,kompoziční,A
7761,komprese,N
7762,kompresor,N
7763,kompresorový,A
7764,kompromis,N
7765,kompromitovat,V
7766,kompromitující,A
7767,komuna,N
7768,komunard,N
7769,komunikace,N
7770,komunikativnost,N
7771,komunikovat,V
7772,komunikující,A
7773,komunikátor,N
7774,komunista,N
7775,komunistický,A
7776,komunistka,N
7777,komunita,N
7778,komunitární,A
7779,komár,N
7780,komín,N
7781,komínek,N
7782,komínový,A
7783,komůrka,N
7784,konající,A
7785,konat,V
7786,koncentrace,N
7787,koncentrační,A
7788,koncentrovaný,A
7789,koncentrovaně,D
7790,koncentrovat,V
7791,koncentrát,N
7792,koncepce,N
7793,koncept,N
7794,konceptuální,A
7795,koncepční,A
7796,koncepčně,D
7797,koncern,N
7798,koncert,N
7799,koncertní,A
7800,koncertně,D
7801,koncertovat,V
7802,koncertování,N
7803,koncese,N
7804,koncesionář,N
7805,koncesionářský,A
7806,koncesovaný,A
7807,koncil,N
7808,koncipient,N
7809,koncipovat,V
7810,koncipování,N
7811,koncovka,N
7812,kondenzační,A
7813,kondenzovaný,A
7814,kondenzátor,N
7815,kondice,N
7816,kondicionér,N
7817,kondolence,N
7818,kondolenční,A
7819,kondom,N
7820,kondor,N
7821,konec,N
7822,konejšit,V
7823,konejšivý,A
7824,konektor,N
7825,konev,N
7826,konexe,N
7827,koneček,N
7828,konečnost,N
7829,konečná,N
7830,konečník,N
7831,konečný,A
7832,konečně,T
7833,konfederace,N
7834,konference,N
7835,konferenční,A
7836,konfese,N
7837,konfeta,N
7838,konfident,N
7839,konfigurace,N
7840,konfigurační,A
7841,konfigurovat,V
7842,konfiskace,N
7843,konfiskovaný,A
7844,konfiskovat,V
7845,konfiskát,N
7846,konflikt,N
7847,konformita,N
7848,konfrontace,N
7849,konfrontační,A
7850,konfrontovat,V
7851,konglomerát,N
7852,kongregace,N
7853,kongres,N
7854,kongresman,N
7855,kongresový,A
7856,konický,A
7857,koniklec,N
7858,konina,N
7859,konjunkce,N
7860,konjunktura,N
7861,konkláve,N
7862,konkretizovat,V
7863,konkrétní,A
7864,konkrétně,D
7865,konkubína,N
7866,konkurence,N
7867,konkurenceschopnost,N
7868,konkurenceschopný,A
7869,konkurent,N
7870,konkurentka,N
7871,konkurovat,V
7872,konkurující,A
7873,konkurz,N
7874,konopí,N
7875,konotace,N
7876,konsekvence,N
7877,konsensus,N
7878,konsenz,N
7879,konsolidace,N
7880,konsolidační,A
7881,konsolidovaný,A
7882,konsorcium,N
7883,konspirace,N
7884,konspirativní,A
7885,konstanta,N
7886,konstantní,A
7887,konstatovat,V
7888,konstatování,N
7889,konstelace,N
7890,konsternovaný,A
7891,konstituce,N
7892,konstituovat,V
7893,konstitutivní,A
7894,konstituční,A
7895,konstrukce,N
7896,konstrukt,N
7897,konstruktivismus,N
7898,konstruktivní,A
7899,konstruktér,N
7900,konstrukční,A
7901,konstrukčně,D
7902,konstruovat,V
7903,konstruování,N
7904,konstábl,N
7905,kontakt,N
7906,kontaktovat,V
7907,kontaktování,N
7908,kontaminace,N
7909,kontaminovaný,A
7910,kontaminovat,V
7911,kontext,N
7912,kontinent,N
